isbn|title|pages|cover|synopsis|publishDate|publisher|price|author|language|rating|totalReviews|categorySlug
B00G3L1C2K|The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma|645|https://m.media-amazon.com/images/I/41DFLjSxhKL.jpg|1 New York Times bestseller Essential reading for anyone interested in understanding and treating traumatic stress and the scope of its impact on society Alexander McFarlane Director of the Centre for Traumatic Stress Studies A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing in this New York Times bestseller Trauma is a fact of life Veterans and their families deal with the painful aftermath of combat one in five Americans has been molested one in four grew up with alcoholics one in three couples have engaged in physical violence Dr Bessel van der Kolk one of the worlds foremost experts on trauma has spent over three decades working with survivors In The Body Keeps the Score he uses recent scientific advances to show how trauma literally reshapes both body and brain compromising sufferers capacities for pleasure engagement selfcontrol and trust He explores innovative treatmentsfrom neurofeedback and meditation to sports drama and yogathat offer new paths to recovery by activating the brains natural neuroplasticity Based on Dr van der Kolks own research and that of other leading specialists The Body Keeps the Score exposes the tremendous power of our relationships both to hurt and to healand offers new hope for reclaiming lives|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Penguin Books 1st edition|10.9|Bessel van der Kolk|English|4.8|68696|health
B0843TMH5K|Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association: 7th Edition, 2020 Copyright|250|https://m.media-amazon.com/images/I/41pbe4-oNpL.jpg|A WALL STREET JOURNAL USA TODAY AND PUBLISHERS WEEKLY BESTSELLER The newest official release of the Publication Manual of the American Psychological Association Seventh Edition includes four different formats spiralbound and tabbed paperback hardcover and ebook all of which are fullcolor It is the official source for APA Style With millions of copies sold worldwide in multiple languages the Publication Manual of the American Psychological Association Seventh Edition is the style manual of choice for writers researchers editors students and educators in the social and behavioral sciences natural sciences nursing communications education business engineering and other fields Known for its authoritative easytouse reference and citation system the Publication Manual also offers guidance on choosing the headings tables figures language and tone that will result in powerful concise and elegant scholarly communication It guides users through the scholarly writing processfrom the ethics of authorship to reporting research through publication The seventh edition is an indispensable resource for students and professionals to achieve excellence in writing and make an impact with their work The seventh edition has been thoroughly revised and updated to reflect best practices in scholarly writing and publishing All formats are in full color with a new tabbed spiral version Improved ease of navigation with many additional numbered sections to help users quickly locate answers to their questions Resources for students on writing and formatting annotated bibliographies response papers and other paper types as well as guidelines on citing course materials Dedicated chapter for new users of APA Style covering paper elements and format including sample papers for both professional authors and student writers New chapter on journal article reporting standards that includes updates to reporting standards for quantitative research and the firstever qualitative and mixed methods reporting standards in APA Style New chapter on biasfree language guidelines for writing about people with respect and inclusivity in areas including age disability gender participation in research race and ethnicity sexual orientation socioeconomic status and intersectionality More than 100 new reference examples covering periodicals books audiovisual media social media webpages and websites and legal resources More than 40 new sample tables and figures Expanded guidance on ethical writing and publishing practices including how to ensure the appropriate level of citation avoid plagiarism and selfplagiarism and navigate the publication process Guidelines that support accessibility for all users including simplified reference intext citation and heading formats as well as additional font options|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|American Psychological Association 7th edition|8.9|American Psychological Association|English|4.8|31238|health
B075G9PTZC|Living at the End of Life: A Hospice Nurse Addresses the Most Common Questions|352|https://m.media-amazon.com/images/I/51yq-DeO8TL.jpg|An updated edition of the most respected book on hospice carefor both patients and caregivers This warm and informative resource on hospice and other endoflife care options now gets an update It receives a new preface and revised guidance on elders who need more longterm care and support recommendations on pain medications and advice for those living extended lives with treatable but not curable diseases Written by a hospice nurse Living at the End of Life reassures us that this difficult time also offers an opportunity to explore and rediscover a richer meaning in life Drawing on her years of experience Bell has created a comprehensive insightful guide to every aspect of hospice care and the final stages of life For people in hospice as well as their friends and families this is an indispensable and trustworthy source of comfort and spiritual healing|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Sterling Ethos Revised Updated edition|14.1|Karen Whitley Bell|English|4.6|59|health
B07CX8H6YH|Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1)|214|https://m.media-amazon.com/images/I/51n-q69gn4L.jpg|Have you ever thought about your thoughts Do you have a bias toward the negative Understanding how negative feelings and emotions work is the first step Then we must learn how to reprogram those emotions and turn them around A happier life is possible if you follow the steps This program works Over 300000 copies sold It gives me a place to go to that makes me feel better about my present situation and gives me hope for the future Kimberly My biggest take away so far Im not yet finished with the entire book is that I am NOT my emotions Emotions come and I I still am who I am Itzel Youll learn 31 simple coping strategies How to make your emotions work FOR you A formula to reprogram your mind A free downloadable workbook and much much more The author was an introvert whose shyness kept him from getting the results in life he wanted When he decided to devote his life to betterment everything changed This is his story and how he found joy It will be the blueprint for your transformation too Youll love this practical no frills program because the results are easy to achieve once youve decided to Master Your Emotions Get it now|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Unknown Publisher|11.1|thibaut meurisse|English|4.6|10546|health
B0BNDY8B1F|Dirty Truths (Boston Billionaires Book 4)|408|https://m.media-amazon.com/images/I/51X14q2cr8L.jpg|My best friends little sister is the one woman I can never have yet the only one Ive ever wanted For years revenge has been my only obsession Until her Im supposed to hate her My father wants me to destroy her family just as hers destroyed mine But the more Catherine James begs me to kiss her untouched lips the more entangled our worlds become Although she was meant to be revenge she became my salvation Falling for her is an inevitability Even if I accept that Catherine is the love of my life will she love me when she learns the dirty truths Authors Note Dirty Truths is a brothers best friend billionaire romance with Romeo and Juliet vibes It is Book 1 of the Extra Dirty duet and not a standalone For those that love TL Swan Catharina Maura Shain Rose and Sylvia Day|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Unknown Publisher|12.4|Brittanee Nicole|English|4.5|967|health
B0BDJPMX2V|Extra Dirty (Boston Billionaires Book 5)|611|https://m.media-amazon.com/images/I/412kYfW8fmL.jpg|He is the one man who could destroy me and the only man Ive ever loved Jay Hanson has worn many titles in my life Boyfriend Enemy Ghost Now hes my boss I thought that was bad enough until he forced a new title on mehusband Little does he know Im about to shake things up Im not the same girl he broke all those years ago and life is about to get Extra Dirty Authors Note Extra Dirty is Book 2 in the Extra Dirty Duet It is a forbidden billionaire second chance romance with her brothers enemy and a guaranteed happilyeverafter|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Unknown Publisher|7.1|Brittanee Nicole|English|4.4|825|health
B000FCKKZI|Worth More Dead: And Other True Cases Vol. 10 (Ann Rule's Crime Files)|432|https://m.media-amazon.com/images/I/51b0BurMUKL.jpg|From the Crime Files of New York Times bestselling author Ann Rule the true story of a man who killed his lovers husband his second wife and kidnapped his own child A cold case reopenedand solvedwith dogged police work and new evidence One of the shocking true crimes of passion and greed from Ann Rules Crime Files Former Marine sergeant and judo instructor Roland Pitre Jr claimed it was all an elaborate plan to win back his wifes loveit wasnt supposed to end with her dead body in the trunk of a car Nearly twenty years later he acknowledged that he had hired someone to kill his estranged wife in 1988 though his alleged excuse for why a monstrous mistake happened is as shocking and convoluted as the crime itself Eventually he was charged with firstdegree murder in the longunsolved death of Cheryl Pitre after a mysterious witness betrayed Pitre to save his own skin Tracing back the dark and bloody path of Pitres life two generations of detectives found a chain of brutal and terrifying crimes by a man who manipulated the courts and prisons to walk free|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Pocket Books Illustrated edition|9.9|Ann Rule|English|4.5|453|health
B06XSPWFXN|Self Heal By Design- The Role Of Micro-Organisms For Health By Barbara O'Neill|166|https://m.media-amazon.com/images/I/51dyPjyi8aL.jpg|Barbaras experience knowledge and common sense style of lecturing have made her a popular and sought after speaker in Australia and internationally This easy to read book is packed with information that enables the reader to intelligently embrace a lifestyle that works with the bodys amazing ability to heal itself when given the right conditions The body can self heal by its very design and you can design a program that will enable the body to do the very thing it was made to do heal itself|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Unknown Publisher|9.9|Barbara O'Neill|English|4.8|1197|health
B07J4YT2HB|Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life) (The Surrounded by Idiots Series)|293|https://m.media-amazon.com/images/I/41rWzmdpuiL.jpg|Do you ever think youre the only one making any sense Or tried to reason with your partner with disastrous results Do long rambling answers drive you crazy Or does your colleagues abrasive manner rub you the wrong way You are not alone After a disastrous meeting with a highly successful entrepreneur who was genuinely convinced he was surrounded by idiots communication expert and bestselling author Thomas Erikson dedicated himself to understanding how people function and why we often struggle to connect with certain types of people Surrounded by Idiots is an international phenomenon selling over 15 million copies worldwide It offers a simple yet groundbreaking method for assessing the personalities of people we communicate with in and out of the office based on four personality types Red Blue Green and Yellow and provides insights into how we can adjust the way we speak and share information Erikson will help you understand yourself better hone communication and social skills handle conflict with confidence improve dynamics with your boss and team and get the best out of the people you deal with and manage He also shares simple tricks on body language improving written communication advice on when to back away or when to push on and when to speak up or shut up Packed with aha and oh no moments Surrounded by Idiots will help you understand and communicate with those around you even people you currently think are beyond all comprehension And with a bit of luck you can also be confident that the idiot out there isnt you|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|St Martins Essentials|13.1|Thomas Erikson|English|4.5|7680|health
B00555X8OA|Thinking, Fast and Slow|514|https://m.media-amazon.com/images/I/41shZGS-G+L.jpg|Major New York Times bestseller Winner of the National Academy of Sciences Best Book Award in 2012 Selected by the New York Times Book Review as one of the ten best books of 2011 A Globe and Mail Best Books of the Year 2011 Title One of The Economists 2011 Books of the Year One of The Wall Street Journals Best Nonfiction Books of the Year 2011 2013 Presidential Medal of Freedom Recipient Kahnemans work with Amos Tversky is the subject of Michael Lewiss The Undoing Project A Friendship That Changed Our Minds In his mega bestseller Thinking Fast and Slow Daniel Kahneman the renowned psychologist and winner of the Nobel Prize in Economics takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think System 1 is fast intuitive and emotional System 2 is slower more deliberative and more logical The impact of overconfidence on corporate strategies the difficulties of predicting what will make us happy in the future the profound effect of cognitive biases on everything from playing the stock market to planning our next vacationeach of these can be understood only by knowing how the two systems shape our judgments and decisions Engaging the reader in a lively conversation about how we think Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking He offers practical and enlightening insights into how choices are made in both our business and our personal livesand how we can use different techniques to guard against the mental glitches that often get us into trouble Winner of the National Academy of Sciences Best Book Award and the Los Angeles Times Book Prize and selected by The New York Times Book Review as one of the ten best books of 2011 Thinking Fast and Slow is destined to be a classic|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Farrar Straus and Giroux 1st edition|14.1|Daniel Kahneman|English|4.6|40694|health
B0024CEZR6|The 48 Laws of Power|864|https://m.media-amazon.com/images/I/41EhEN9nsmL.jpg|Amoral cunning ruthless and instructive this multimillioncopy New York Times bestseller is the definitive manual for anyone interested in gaining observing or defending against ultimate control from the author of The Laws of Human Nature In the book that People magazine proclaimed beguiling and fascinating Robert Greene and Joost Elffers have distilled three thousand years of the history of power into 48 essential laws by drawing from the philosophies of Machiavelli Sun Tzu and Carl Von Clausewitz and also from the lives of figures ranging from Henry Kissinger to PT Barnum Some laws teach the need for prudence Law 1 Never Outshine the Master others teach the value of confidence Law 28 Enter Action with Boldness and many recommend absolute selfpreservation Law 15 Crush Your Enemy Totally Every law though has one thing in common an interest in total domination In a bold and arresting twocolor package The 48 Laws of Power is ideal whether your aim is conquest selfdefense or simply to understand the rules of the game|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Penguin Books 1st edition|14.1|Robert Greene|English|4.7|67782|health
B09WMBSV39|Fast Like a Girl: A Woman's Guide to Using the Healing Power of Fasting to Burn Fat, Boost Energy, and Balance Hormones|328|https://m.media-amazon.com/images/I/41dU118swzL.jpg|WALL STREET JOURNAL BESTSELLER Includes a 30Day fasting reset that uses the power of your cycleeven if you no longer have one A goto fasting manual created specifically to address womens needs based on their hormones and menstrual cycle by Dr Mindy Pelz a wellknown expert on women and fasting whose fastgrowing YouTube channel has become the destination for women who want to learn about fasting Are you among the many women who feel unheard and unseen by their doctors and health professionals Have you become exhausted by the promise of quickfix diets that only leave you disappointed Well in Fast Like a Girl Dr Mindy helps you to take back control of your health by using the quickest path back to better healthfasting While most fasting advice has been a onesizefitsall approach that leaves women with more questions than answers in this book Dr Mindy shares the proven strategies specific protocols to use if you are trying to overcome a condition fasting hacks and tools that she has used to help hundreds of thousands of women thrive with their fasting lifestyles Dr Mindy will teach you the rights steps on how to go from eating all day to intermittent fasting 1315 hours how to safely fast longer if you choose to do so 1572 hours how to time fasting according to your menstrual cycle although if you dont have a cycle she has you covered the best foods to break your fast to achieve better metabolic health This book also includes more than 50 recipes based on the two food plansketobiotic and hormone feastingshe created to best support womens hormones And it has recipes specifically created to break a fast such as her Coconut Cacao Chia Pudding Inspired by the thousands of women she has worked with who have reclaimed their health with fasting Dr Mindy wrote this book because once a woman knows how to build a fasting lifestyle around her cycle she becomes unstoppable|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Hay House Inc|7.1|Mindy Pelz|English|4.7|2091|health
B01MSNCREX|Stretching for 50+: A Customized Program for Increasing Flexibility, Avoiding Injury and Enjoying an Active Lifestyle|166|https://m.media-amazon.com/images/I/51-wECvD08L.jpg|An easytostart stretching program to help adults maintain a mobile active and healthy lifestyle after fifty and beyond Just ten minutes a day of these modified stretches is guaranteed to help you improve your mobility without pain or injury Stretching for 50 is filled with safe easy routines for any age Learn warmups and cooldowns use tools like a strap therapy balls and foam rollers and discover plenty of other fitness tips to keep you moving Customized Programs for Your Lifestyle Golf Jogging Biking Skiing Swimming Tennis Gardening Hiking|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Ulysses Press Second edition|14.1|Karl Knopf|English|4.4|167|health
