isbn|title|pages|cover|synopsis|publishDate|publisher|price|author|language|rating|totalReviews|categorySlug
B09NTK7993|Your Table Is Ready: Tales of a New York City Maître D'|290|https://m.media-amazon.com/images/I/51R8LCnHETL.jpg|A frontofthehouse Kitchen Confidential from a career matre dhotel who manned the front of the room in New York Citys hottest and most indemand restaurants From the glamorous to the entitled from royalty to the financially ruined everyone who wanted to be seenor just to gawkat the hottest restaurants in New York City came to places Michael CecchiAzzolina helped run His phone number was passed around among those who wanted to curry favor during the decades when restaurants replaced clubs and theater as well theater in the most visible vibrant city in the world Besides dropping us back into a vanished time Your Table Is Ready takes us places wed never be able to get into on our own Raouls in Soho with its louche club vibe Buzzy OKeefes casually elegant River Caf the only outerborough establishment desirable enough to be included in this roster from Keith McNallys Minetta Tavern to Nolitas Le Coucou possibly the most beautiful room in New York City in 2018 with its French Country Aubergemeetswinery look and the most exquisite and enormous stands of flowers changed every three days From his early career serving theater stars like Tennessee Williams and Dustin Hoffman at La Rousse right through to the last prepandemicshutdown full houses at Le Coucou CecchiAzzolina has seen it all In Your Table Is Ready he breaks down how restaurants really run and dont and how the economics work for owners and overworked staff alike The professionals who gravitate to the business are a special tougher breed practiced in dealing with the demanding patrons and with each other in a very distinctive ecosystem thats somewhere between a George Orwell down and out in dungeon and a sleek showmans smokeandmirrors palace Your Table Is Ready is a rollicking raunchy revelatory memoir|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|St Martins Press|6.1|Michael Cecchi-Azzolina|English|4.1|1036|biography
B09JPJ833S|I'm Glad My Mom Died|319|https://m.media-amazon.com/images/I/41pvTty53vL.jpg|1 NEW YORK TIMES BESTSELLER 1 INTERNATIONAL BESTSELLER MORE THAN 2 MILLION COPIES SOLD A heartbreaking and hilarious memoir by iCarly and Sam Cat star Jennette McCurdy about her struggles as a former child actorincluding eating disorders addiction and a complicated relationship with her overbearing motherand how she retook control of her life Jennette McCurdy was six years old when she had her first acting audition Her mothers dream was for her only daughter to become a star and Jennette would do anything to make her mother happy So she went along with what Mom called calorie restriction eating little and weighing herself five times a day She endured extensive athome makeovers while Mom chided Your eyelashes are invisible okay You think Dakota Fanning doesnt tint hers She was even showered by Mom until age sixteen while sharing her diaries email and all her income In Im Glad My Mom Died Jennette recounts all this in unflinching detailjust as she chronicles what happens when the dream finally comes true Cast in a new Nickelodeon series called iCarly she is thrust into fame Though Mom is ecstatic emailing fan club moderators and getting on a firstname basis with the paparazzi Hi Gale Jennette is riddled with anxiety shame and selfloathing which manifest into eating disorders addiction and a series of unhealthy relationships These issues only get worse when soon after taking the lead in the iCarly spinoff Sam Cat alongside Ariana Grande her mother dies of cancer Finally after discovering therapy and quitting acting Jennette embarks on recovery and decides for the first time in her life what she really wants Told with refreshing candor and dark humor Im Glad My Mom Died is an inspiring story of resilience independence and the joy of shampooing your own hair|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Simon Schuster|10.9|Jennette Mccurdy|English|4.7|56652|biography
B00DU45UAS|Naples '44: A World War II Diary of Occupied Italy|193|https://m.media-amazon.com/images/I/51hvs6nPuBL.jpg|The classic memoir of the Italian city left in chaos by the Nazis is a masterpiece elegiac and furious and frequently hilarious The New York Times Vivid lucid elegant often funny Naples 44 is the starkly human account of the true cost of war as seen through the eyes of a young untested man who would never again look at his world the same way The New York Times Book Review With his gift for linguistics Norman Lewis was assigned to the British Intelligence Corps Field Security Service tasked with reforming civil services dealing with local leaders and keeping the peace in places World War II had devastated After a neardisastrous Allied landing at Salerno Italy Lewis was stationed in the newly liberated city of Naples But bringing the city back to life was unlike anything he had been prepared for Much of the populace was far from grateful stealing anything they could not only from each other but also from those sent to help them Local vendettas and endless feuds made discerning friend from Nazi collaborator practically impossible and turned attempts at meting out justice into a farce And as the deprivations grew ever harsher a proud and vibrant people were forced to survive on a diet of prostitution corruption and a desperate belief in miracles cures and saviors But even through the darkness and chaos Lewis evokes the essential dignity of the Neapolitan people their traditions of civility courage and generosity of spirit and the indefatigable pride that kept them fighting for life during the greatest calamity in human history Praised by Graham Greene as one of the best writers of our century Norman Lewis presents a portrait of Naples that is a lyrical ironic and detached account of the tempestuous byzantine and opaque city in the aftermath of war Will Self His Naples 44 reads like prose sings like poetry The Plain Dealer|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Open Road Media Reprint edition|11.1|Norman Lewis|English|4.3|1360|biography
B0BCP3JP6F|Spare|409|https://m.media-amazon.com/images/I/41dJArSXfDL.jpg|1 NEW YORK TIMES BESTSELLER Discover the global phenomenon that tells an unforgettable story of love loss and healing Compellingly artful a blockbuster memoirThe New Yorker It was one of the most searing images of the twentieth century two young boys two princes walking behind their mothers coffin as the world watched in sorrowand horror As Princess Diana was laid to rest billions wondered what Prince William and Prince Harry must be thinking and feelingand how their lives would play out from that point on For Harry this is that story at last Before losing his mother twelveyearold Prince Harry was known as the carefree one the happygolucky Spare to the more serious Heir Grief changed everything He struggled at school struggled with anger with lonelinessand because he blamed the press for his mothers death he struggled to accept life in the spotlight At twentyone he joined the British Army The discipline gave him structure and two combat tours made him a hero at home But he soon felt more lost than ever suffering from posttraumatic stress and prone to crippling panic attacks Above all he couldnt find true love Then he met Meghan The world was swept away by the couples cinematic romance and rejoiced in their fairytale wedding But from the beginning Harry and Meghan were preyed upon by the press subjected to waves of abuse racism and lies Watching his wife suffer their safety and mental health at risk Harry saw no other way to prevent the tragedy of history repeating itself but to flee his mother country Over the centuries leaving the Royal Family was an act few had dared The last to try in fact had been his mother For the first time Prince Harry tells his own story chronicling his journey with raw unflinching honesty A landmark publication Spare is full of insight revelation selfexamination and hardwon wisdom about the eternal power of love over grief|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Random House|9.9|Prince Harry, The Duke of Sussex|English|4.5|95649|biography
B005012FYS|Off to the Side: A Memoir|361|https://m.media-amazon.com/images/I/413g9F8UZNL.jpg|A New York Times Notable Book A memoir of the writing life of Jim Harrison from hardscrabble years to highprofile Hollywood friendships as engaging as it is eccentric The Washington Post Book World In this sprawling impressionistic memoir which was selected as a New York Times Notable Book of the Year Jim Harrison chronicles his comingofage from a boy drunk with books to a young man making his way among fellow writers he deeply admiresincluding Peter Matthiessen Robert Lowell WH Auden Truman Capote Tennessee Williams and Allen Ginsberg The New York Times Book Review Harrison discusses forthrightly the lifechanging experience of becoming a father and the minor cognitive dissonance that ensued when this boy from the heartland somehow ended up a highly paid Hollywood screenwriter He gives free rein to his seven obsessionsalcohol food stripping hunting and fishing and the dogs who have accompanied him in both religion the road and our place in the natural worldwhich he elucidates with earthy wisdom and an elegant sense of connectedness Off to the Side is a work of great beauty and importance a triumphant achievement that captures the writing life and brings all of us clues for living A true masterpiece of memoir from an author whose writing bears earthy whiffs of wild morels and morals and of booze and botany as well as hints of William Faulkner Louise Erdrich Herman Melville and Norman Maclean San Francisco Chronicle This fine memoir is a worthy capstone to a fascinating career Publishers Weekly|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Grove Press First Trade Paper edition|6.1|Jim Harrison|English|4.6|263|biography
B00E25AV3K|Victorian Secrets: What a Corset Taught Me about the Past, the Present, and Myself|265|https://m.media-amazon.com/images/I/51Sdj8jgtWL.jpg|On Sarah A Chrismans twentyninth birthday her husband Gabriel presented her with a corset The material and the design were breathtakingly beautiful but her mind immediately filled with unwelcome views Although she had been in love with the Victorian era all her life she had specifically asked her husband not to buy her a corsetever Shed heard how corsets affected the female body and what they represented and she wanted none of it However Chrisman agreed to try on the garment and found it surprisingly enjoyable The corset she realized was a tool of empowermentnot oppression After a year of wearing a corset on a daily basis her waist had gone from thirtytwo inches to twentytwo inches she was experiencing fewer migraines and her posture improved She had successfully transformed her body her dress and her lifestyle into that of a Victorian womanand everyone was asking about it In Victorian Secrets Chrisman explains how a garment from the past led to a change in not only the way she viewed herself but also the ways she understood the major differences between the cultures of twentyfirstcentury and nineteenthcentury America The desire to delve further into the Victorian lifestyle provided Chrisman with new insight into issues of body image and how women past and present have seen and continue to see themselves|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Skyhorse Reprint edition|13.1|Sarah A. Chrisman|English|4.1|371|biography
B0BG14PNPY|Wonder Drug: The Secret History of Thalidomide in America and Its Hidden Victims|606|https://m.media-amazon.com/images/I/51UT7Ep88XL.jpg|A shocking saga of pharmaceutical malpractice Wonder Drug is both a firstrate medical thriller and the searing account of a forgotten American tragedyPatrick Radden Keefe author of Empire of Pain A fascinating and compassionate People account of the most notorious drug of the twentieth century and the neverbeforetold story of its American survivors In 1959 a Cincinnati pharmaceutical firm the William S Merrell Company quietly began distributing samples of an exciting new wonder drug already popular around the world Touted as a sedative without risks thalidomide was handed out freely under the guise of clinical trials by doctors who believed approval by the Food and Drug Administration was imminent But in 1960 when the application for thalidomide landed on the desk of FDA medical reviewer Frances Kelsey she quickly grew suspicious When she learned that the drug was causing severe birth abnormalities abroad she and a team of dedicated doctors parents and journalists fought tirelessly to block its authorization in the United States and stop its sale around the world Jennifer Vanderbes set out to write about this FDA success story only to discover a sinister truth that had been buried for decades For more than five years several American pharmaceutical firms had distributed unmarked thalidomide samples in shoddy clinical trials reaching tens of thousands of unwitting patients including hundreds of pregnant women As Vanderbes examined government and corporate archives probed court records and interviewed hundreds of key players she unearthed an even more stunning find Scores of Americans had likely been harmed by the drug Deceived by the pharmaceutical firms betrayed by doctors and ignored by the government most of these Americans had spent their lives unaware that thalidomide had caused their birth defects Now for the first time this shocking episode in American history is brought to light Wonder Drug gives voice to the unrecognized victims of this epic scandal and exposes the deceptive practices of Big Pharma that continue to endanger lives today|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Random House|14.1|Jennifer Vanderbes|English|4.7|40|biography
B0BTDVLPQF|Gambler: Secrets from a Life at Risk|381|https://m.media-amazon.com/images/I/41kvXFzXckL.jpg|The wild and highly anticipated autobiography of Billy Waltersthe greatest and most controversial sports gambler ever ESPNwho shares his extraordinary life story reveals the secrets to his fiercely protected betting system and breaks his silence about Phil Mickelson Anybody can get lucky Nobody controls the odds like Billy Walters Widely regarded as the Michael Jordan of sports betting Walters is a living legend in Las Vegas and among sports bettors worldwide With an unmatched winning streak of thirtysix consecutive years Walters has become fabulously wealthy by placing hundreds of millions of dollars a year in gross wagers including one Super Bowl bet of 35 million alone Competitors desperate to crack his betting techniques have tried hacking his phones cloning his beepers rifling through his trash and bribing his employees Now after decades of avoiding the spotlight and fiercely protecting the keys to his success Walters has reached the age where he wants to pass along his wisdom to future generations of sports wagerers Gambler is more than a traditional autobiography In addition to sharing his againstallodds American dream story Walters reveals in granular detail the secrets of his proprietary betting system which will serve as a master class for anyone who wants to improve their odds at betting on sports Walters also breaks his silence about his long and complicated relationship with Hall of Fame professional golfer Phil Mickelson On a typical weekend gameday packed with college and pro sports Walters will bet 10 milliona small sum for someone as wealthy as he is today but an unbelievable fortune for the child who was raised by his grandmother in extreme poverty in rural Kentucky By the age of nine Walters became a shark at hustling pool and pitching pennies As a young adult he set records as a usedcar salesman hustled golf and dabbled in bookmaking He eventually moved to Las Vegas where he revolutionized sports betting strategy and became a member of the famed Computer Group the first syndicate to apply sophisticated algorithms and data analysis to sports gambling He became extraordinarily wealthy while overcoming addictions and outmaneuvering organized crime figures made infamous by Martin Scorseses film Casino In Gambler Walters passes along everything hes learned about sports betting First he shows bettors how to mine the information we have at our fingertips to develop a sophisticated betting strategy and handicapping system of our own He explains how even avid bettors often do not grasp all of the variables that go into making an informed wagerfactors such as home field advantage individual player values injuries or illness weather forecasts each teams previous schedule bye weeks multiple away games in a row etc travel distancedifficulty stadium quirks turf types and more Not every bettor has access to Walterss team of expert analysts but every bettor can follow his guidelines on how to measure the detailed information available online and look for unique situations that could affect a games outcome more than usual Variable by variable Walters breaks down the formulas point systems and principles that hes developed over decades of improving his craft A selfmade man whos repeatedly won it all lost it all and earned it all back again Walters has lived a singular and wildly appealing American life of the outlaw variety Gambler is at once a gripping autobiography a blistering tellall and an indispensable playbook for coming out on top|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Avid Reader Press Simon Schuster|13.1|Billy Walters|English|3|0|biography
B08F5141WL|The Unfit Heiress: The Tragic Life and Scandalous Sterilization of Ann Cooper Hewitt|305|https://m.media-amazon.com/images/I/51xDAYcFiIL.jpg|NAMED A BEST BOOK OF 2021 BY THE NEW YORK POST AND BOOK RIOT NAMED A BEST TRUE CRIME BOOK OF 2021 BY CRIMEREADS For readers of The Immortal Life of Henrietta Lacks and The Phantom of Fifth Avenue a sensational story told with nuance and humanity Susannah Cahalan 1 New York Times bestselling author about the sordid court battle between Ann Cooper Hewitt and her socialite mother At the turn of the twentieth century emboldened American women began to seek passion and livelihood outside the home This alarmed authorities who feared oversexed women could destroy civilization either by crossing the color line or passing their evident defects on to their children Set against this backdrop The Unfit Heiress chronicles the fight for inheritance between Ann Cooper Hewitt and her socialite mother Maryon who had her daughter sterilized without her knowledge A sensational court case ensued and powerful eugenicists saw an opportunity to restrict reproductive rights in America for decades to come This riveting story unfolds through the brilliant research of Audrey Clare Farley who captures the interior lives of these women on the pages and poses questions that remain relevant today What does it mean to be unfit for motherhood How do racial anxieties continue to influence who does and does not reproduce In the battle for reproductive rights can we forgive those who side against us And can we forgive our mothers if they are the ones who inflict the deepest wounds|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Grand Central Publishing|11.1|Audrey Clare Farley|English|4|380|biography
B07HY7YH7R|Don't Panic: Douglas Adams & The Hitchhiker's Guide to the Galaxy|287|https://m.media-amazon.com/images/I/51XJy9EhtZL.jpg|The 1 New York Timesbestselling authors hilarious idiosyncratic delightful and definitive companion to a global phenomenon Publishers Weekly Douglas Adamss sixpart trilogy The Hitchhikers Guide to the Galaxy grew from a blip of a notion into an everexpanding multimedia universe that amassed an unprecedented cult of followers and became an international sensation As a young journalist Neil Gaiman was given complete access to Adamss life times gossip unpublished outtakes and files and became privy to his writing process insecurities disillusionments challenges and triumphs The resulting volume illuminates the unique funny dramatic and improbable chronicle of an idea an incredibly tall man and a mindboggling success story In Dont Panic Gaiman celebrates everything Hitchhiker the original radio play the books comics video and computer games films television series record albums stage musicals oneman shows the Great One himself and towels And as Douglas Adams himself attested Its all absolutely devastatingly trueexcept the bits that are lies Updated several times in the thirty years since its original publication Dont Panic is available for the first time in digital form Part biography part tellall parody part popculture history part guide to a guide Dont Panic deserves as much cult success as the Hitchhikers books themselves Time Out|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Open Road Media SciFi Fantasy Revised Updated New edition|14.1|Neil Gaiman|English|4.3|990|biography
B005Q07DKY|JFK and the Unspeakable: Why He Died and Why It Matters|832|https://m.media-amazon.com/images/I/51Q3d7HwOmL.jpg|A compelling account of why JFK was assassinated and why the unmasking of this truth remains crucial for the future of our country and the world|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Orbis First Edition|11.1|James W. Douglass|English|4.7|2184|biography
B009CJK4GA|Into the Abyss: An Extraordinary True Story|338|https://m.media-amazon.com/images/I/51+ET6nvFmL.jpg|Read the gripping and emotionally affecting book where four men survived the plane crash The pilot A politician A cop and the criminal he was shackled to Washington Post On an icy night in October 1984 a commuter plane carrying nine passengers crashed in the remote wilderness of northern Alberta killing six people Four survived the rookie pilot a prominent politician a cop and the criminal he was escorting to face charges Despite the poor weather Erik Vogel the 24yearold pilot was under intense pressure to fly Larry Shaben the authors father and Canadas first Muslim Cabinet Minister was commuting home after a busy week at the Alberta Legislature Constable Scott Deschamps was escorting Paul Archambault a drifter wanted on an outstanding warrant Against regulations Archambaults handcuffs were removeda decision that would profoundly impact the mens survival As the men fight through the night to stay alive the dividing lines of power wealth and status are erased and each man is forced to confront the precious and limited nature of his existence|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Grand Central Publishing|8.9|Carol Shaben|English|4.3|5885|biography
B0B9KW7M6N|Courtiers: Intrigue, Ambition, and the Power Players Behind the House of Windsor|380|https://m.media-amazon.com/images/I/41oIwRy+3ML.jpg|The gripping account of how the Royal family really operates from the journalist who has spent years studying them Who really runs the show and as Charles III begins his reign what will happen next Throughout history the British monarchy has relied on its courtiers the trusted advisers in the King or Queens inner circle to ensure its survival as a family and a pillar of the country Today as ever a carefully selected team of people hidden from view steers the royal familys path between public duty and private life Queen Elizabeth II after a remarkable 70 years of service saw the final seasons of her reign without her husband Philip to guide her Now a newly ascended Charles seeks to define what his future as King and that of his court will be The question of who is entrusted to guide the royals has never been more vital Yet as the tensions within the family are exposed to global scrutiny like never before the task these courtiers face has never been more challenging With a dark cloud hanging over Prince Andrew as well as Harry and Meghans controversial departure from royal life William and Kate equipped with a very 21st century approach to press and public relations now hold the responsibility of making an ancient institution relevant for the decades to come In fascinating and explosive detail Valentine Low explores the previously unknown relationship between modern courtiers and the royal family Courtiers pulls back the veil to reveal an everchanging system of complex characters shifting alliances and a battle of ideas over what the future of the institution should be This is the inside story of how the monarchy really works at a pivotal moment in its history|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|St Martins Press|13.1|Valentine Low|English|4.1|2241|biography
B0BGJRFJ5S|The Nurse: The True Story Behind One of Scandinavia's Most Notorious Criminal Trials|291|https://m.media-amazon.com/images/I/41q-7+DQKfL.jpg|The awardwinning truecrime account of a Danish nurse accused of killing her patientsnow a Netflix miniseries starring Josephine Park In the early hours of March 1 2015 Danish police received an alarming call from a nurse at a provincial hospital She suspected her colleague fellow nurse Christina Aistrup Hansen of deliberately killing patientsand she feared it had just happened again Soon other coworkers revealed their own concerns about Hansen Indeed some had been harboring suspicions about her for years So why had no one come forward sooner And with the alleged victims already cremated where was the evidence Could this all be a case of smalltown gossip snowballing out of control Drawing on police and autopsy reports medical records private correspondence and testimony from key witnessesas well as Hansen herselfDanish journalist Kristian Corfixen reconstructs the fateful night shift in which three patients died under mysterious circumstances and the sensational trial it set in motion Originally published in Denmark Corfixens acclaimed investigation of a disturbingly complex case raises critical concerns about the trust we put in our caretakers and the role of indicative evidence in criminal courts|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Podium Publishing|6.1|Kristian Corfixen|English|4|46|biography
B08DMXF7ZZ|Crying in H Mart: A Memoir|239|https://m.media-amazon.com/images/I/51iKfGM85WL.jpg|1 NEW YORK TIMES BESTSELLER From the indie rock sensation known as Japanese Breakfast an unforgettable memoir about family food grief love and growing up Korean Americanin losing her mother and cooking to bring her back to life Zauner became herself NPR CELEBRATING OVER ONE YEAR ON THE NEW YORK TIMES BESTSELLER LIST In this exquisite story of family food grief and endurance Michelle Zauner proves herself far more than a dazzling singer songwriter and guitarist With humor and heart she tells of growing up one of the few Asian American kids at her school in Eugene Oregon of struggling with her mothers particular high expectations of her of a painful adolescence of treasured months spent in her grandmothers tiny apartment in Seoul where she and her mother would bond late at night over heaping plates of food As she grew up moving to the East Coast for college finding work in the restaurant industry and performing gigs with her fledgling bandand meeting the man who would become her husbandher Koreanness began to feel ever more distant even as she found the life she wanted to live It was her mothers diagnosis of terminal cancer when Michelle was twentyfive that forced a reckoning with her identity and brought her to reclaim the gifts of taste language and history her mother had given her Vivacious and plainspoken lyrical and honest Zauners voice is as radiantly alive on the page as it is onstage Rich with intimate anecdotes that will resonate widely and complete with family photos Crying in H Mart is a book to cherish share and reread|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Vintage|7.1|Michelle Zauner|English|4.4|19423|biography
B000PDZFUW|Leaving Church: A Memoir of Faith|277|https://m.media-amazon.com/images/I/51oPwgQ0YFL.jpg|This beautiful book is rich with wit and humanness and honesty and loving detailI cannot overstate how liberating and transforming I have found Leaving Church to be Frederick Buechner author of Beyond Words This is an astonishing book Taylor is a better writer than LaMott and a better theologian than Norris In a word she is the best there is Living Church Barbara Brown Taylor once hailed as one of Americas most effective and beloved preachers eloquently tells the moving and delightful story of her search to find an authentic way of being Christianeven when it meant giving up her pulpit The eBook includes a special excerpt from Barbara Brown Taylors Learning to Walk in the Dark|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|HarperOne|7.1|Barbara Brown Taylor|English|4.5|1220|biography
B0B6T7GYHB|American Mother: The true story of a troubled family, motherhood, and the cyanide poisonings that shook the world (Dangerous Women - True Crime Stories)|497|https://m.media-amazon.com/images/I/51wmvxAiwrL.jpg|From the 1 New York Times bestselling author of If You Tell comes the absolutely unputdownable and chilling truecrime story of Stella Nickella mother and wife who did the unthinkable and the unforgivable At 502 pm on June 5 1986 an emergency call came into the local sheriffs office in the small town of Auburn Washington State A distressed housewife Stella Nickell said her husband Bruce was having a seizure Officers rushed to the Nickells mobile home to find Stella standing frozen at the door Bruce was on the floor fighting for his life As Stella became the beneficiary of over 175000 in a life insurance payout forensics discovered that Bruce had consumed painkillers laced with cyanide A week later fifteenyearold Hayley was getting ready for another school day Her mom Sue called out I love you before heading into the bathroom and moments later collapsed on the floor Sue never regained consciousness and the autopsy revealed she had been poisoned by cyanidetainted headache pills Just like Bruce While a daughter grieved the sudden and devastating loss of her mother a young woman Cindy was thinking about her own mom Stella She thought about the years of neglect and abuse the tangled web of secrets Stella had shared with her and Cindy contemplated turning her mom into the FBI Gripping and heartbreaking Gregg Olsen uncovers the shocking true story of a troubled family He delves into a complex motherdaughter relationship rooted in mistrust and deception and the journey of the sweet curlyhaired little girl from Oregon whose fierce ambition to live the American Dream led her to make the ultimate betrayal A sensational reallife mysterythe Wall Street Journal bestseller American Mother will hook those fascinated by The Staircase and Making of a Murderer This book was originally published as Bitter Almonds Read what everyone is saying about American Mother Wow what a book I could not put it down NetGalley reviewer Unsettling as it is compelling and immersiveNetGalley reviewer You feel right there with the characters Never a disappointment when you chose this authorGoodreads reviewer This book didnt disappoint it had everything I wanted in a true crime bookGoodreads reviewer Gregg Olsen has done it again really drawing you into the crime and life of his subjects in each book American Mother is no different jolting within the first pagesGoodreads reviewer It was incredibly well researched and well writtenGoodreads reviewer Read what everyone is saying about Gregg Olsen A riveting taut reallife psychological suspense thrill ride All at once compelling and original Gregg Olsens If You Tell is an instant truecrime classic M William Phelps New York Times bestselling author Classic true crime in the tradition of In Cold Blood and The Stranger Beside Me James Renner author of True Crime Addict Bristling with tension gripping from the first pages Gregg Olsens masterful portrait of children caught in the web of a coldly calculating killer fascinates it kept me up late into the night Kathryn Casey bestselling author of In Plain Sight This riveting account will leave readers questioning every odd relative theyve known Publishers Weekly starred review An unsettling stunner about sibling love courage and resilience People Magazine book of the week A compelling portrait of terror and a powerfully honest yet still sensitive look at survival Bookreporter|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Thread|6.1|Gregg Olsen|English|3.9|1707|biography
B0BF9KJWKX|The In-Between: Unforgettable Encounters During Life's Final Moments|268|https://m.media-amazon.com/images/I/414coT0cBNL.jpg|NEW YORK TIMES BESTSELLER Passionate advocate for endoflife care and TikTok star Hadley Vlahos shares moving stories of joy wisdom and redemption from her patients final moments in this brilliant Zibby Owens Good Morning America memoir This extraordinary book helps dispel fear around death and dyingrevealing it to be a natural part of our souls evolutionLaura Lynne Jackson New York Times bestselling author of Signs and The Light Between Us Talking about death and dying is considered taboo in polite company and even in the medical field Our ideas about dying are confusing at best Will our memories flash before our eyes Regrets consume our thoughts Does a bright light appear at the end of a tunnel For most people it will be a slower process one eased with preparedness good humor and a bit of faith At the forefront of changing attitudes around palliative care is hospice nurse Hadley Vlahos who shows that endoflife care can teach us just as much about how to live as it does about how we die Vlahos was raised in a strict religious household but began questioning her beliefs in high school after the sudden death of a friend When she got pregnant at nineteen she was shunned by her community and enrolled herself in nursing school to be able to support herself and her baby But nursing soon became more than a job when she focused on palliative care and hospice work it became a calling In The InBetween Vlahos recounts the most impactful experiences shes had with the people shes worked withfrom the woman who never once questioned her faith until she was close to death to the older man seeing visions of his late daughter to the young patient who laments that she spent too much of her short life worrying about what others thought of herwhile also sharing her own fascinating journey Written with profound insight humility and respect The InBetween is a heartrending memoir that shows how caring for others can transform a life while also offering wisdom and comfort for those dealing with loss and providing inspiration for how to live now|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Ballantine Books|8.9|Hadley Vlahos R.N.|English|4.9|2893|biography
B0C2PMP9S5|Tent for Seven: A Camping Adventure Gone South Out West|276|https://m.media-amazon.com/images/I/41HlufGnTUL.jpg|A factual account that reads like a breathtaking thriller Highly recommendReaders Favorite 5 Stars Marty Ohlhaut loved the great outdoors and he loved his family but this time the combination proved disastrous Cooped up inside due to long work hours Marty was excited about taking off with his wife and five children for the beautiful Canadian Rockies Aware that this could be their last camping trip together he wanted to make it extra memorable Little did he know how memorable it would be From a massive heat wave and tainted water to encounters with aggressive red ants and formidable bears they experienced one problem after another Then tragedy struck forcing Marty to face the terrifying possibility of losing a loved one With the help of mysterious strangers in one of the worlds most aweinspiring locations he fought to keep his family alive and his sanity intact Now three decades later he joins forces with his daughter Grace Ly to recount the gripping tale of that illfated vacation Written with candor and wit reminiscent of Bill Bryson Tent for Seven vividly captures both the grandeur and the dangers of the wilderness as Marty learns just how much his wife and children mean to himand how fragile life can be|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Sandra Jonas Publishing House|14.1|Marty Ohlhaut|English|4.9|19|biography
B07JKJCWGY|The Girls Are Gone: The True Story of Two Sisters Who Vanished, the Father Who Kept Searching, and the Adults Who Conspired to Keep the Truth Hidden|504|https://m.media-amazon.com/images/I/41hnpplwLBL.jpg|On the evening of April 19 2013 Samantha and Gianna Rucki disappeared Two of five children born to David Rucki and Sandra GrazziniRucki the teenage sisters vanished in the midst of their parents divorce The girls father David Rucki worked tirelessly with law enforcement to search day and night for his two missing daughters following every lead while raising three remaining children at home Their mother Sandra GrazziniRucki used her newfound freedom to vacation around the world abandoning her children And as the investigation intensified catching the attention of the media Sandra also disappeared The Girls Are Gone is the true story of two sisters who went missing the father who kept searching and the adults who conspired to keep the truth hidden|Wed Jan 01 2020 00:00:00 GMT-0500 (Peru Standard Time)|Wise Ink Creative Publishing|6.1|Michael Brodkorb|English|3.9|4530|biography
